Amostra,Rotacao,Pressao Oleo,Pressao Combustivel,Pressao Arrefecimento,Temperatura Oleo,Temperatura Arrefecimento,Condicao Motor
530,836,3.27,4.62,1.00,75.91,73.90,1
531,452,4.96,5.56,2.92,74.71,68.68,1
532,638,2.63,4.27,1.74,78.16,67.17,1
533,1234,3.30,5.84,3.21,76.76,73.00,1
534,657,3.93,6.30,1.58,78.53,77.53,1
535,1109,4.36,6.96,1.26,77.47,82.47,0
536,584,2.58,4.62,2.80,77.31,63.54,1
537,1260,4.12,5.19,3.09,76.09,91.60,0
538,562,2.36,8.74,1.81,76.54,78.17,1
539,916,1.75,6.28,1.84,78.42,89.48,1
540,987,4.60,3.87,2.42,78.59,73.64,1
541,1507,2.08,4.90,1.62,77.92,89.66,0
542,539,4.66,4.26,2.39,76.40,83.68,1
543,1463,4.25,5.30,2.64,82.96,79.35,0
544,551,4.97,5.33,1.44,74.89,82.34,1
545,1294,4.46,6.81,1.18,78.23,85.02,1
546,853,3.76,4.47,2.83,86.14,73.07,0
547,687,1.99,4.28,1.11,76.23,80.96,0
548,276,4.66,7.29,2.61,76.73,71.45,1
549,461,3.63,8.73,2.09,74.80,82.39,1
550,1335,3.11,10.27,4.12,74.09,79.93,0
551,892,4.77,7.42,1.16,80.33,87.03,1
552,1005,4.39,6.73,1.25,86.57,78.93,1
553,686,4.09,5.81,2.51,76.01,88.99,1
554,404,2.44,9.90,1.54,78.14,76.97,1
555,811,3.36,10.33,1.86,74.88,79.23,1
556,712,2.49,6.08,2.02,76.52,87.47,0
557,544,4.68,16.38,2.85,73.57,77.02,1
558,1344,3.07,8.60,1.31,77.13,79.10,1
559,848,4.14,2.87,2.52,86.78,77.88,1
560,939,2.18,5.58,1.76,73.71,81.72,0
561,609,2.51,1.39,2.82,76.99,92.32,0
562,576,2.54,7.30,1.58,76.58,84.73,1
563,768,2.98,5.87,1.97,77.04,74.01,1
564,1036,1.80,8.96,2.33,76.67,90.50,0
565,892,2.30,12.30,4.05,76.84,82.04,0
566,465,4.70,6.41,5.28,73.61,80.63,1
567,610,3.71,4.35,3.50,76.07,79.75,1
568,546,5.23,7.21,2.04,76.69,78.06,1
569,1140,2.14,5.07,2.14,80.77,75.95,1
570,1176,4.01,5.25,2.93,77.70,85.38,0
571,785,5.17,4.16,2.98,75.21,72.03,1
572,1205,4.69,4.86,3.09,76.79,85.37,0
573,813,4.49,8.61,1.67,76.22,77.24,1
574,885,3.35,7.18,2.46,77.16,71.35,1
575,778,2.10,4.65,2.50,77.71,76.77,1
576,1324,2.50,5.05,3.94,76.61,82.32,0
577,833,3.76,6.28,1.66,76.56,70.94,0
578,855,4.56,6.37,2.77,75.40,75.40,1
579,801,4.66,4.33,3.05,75.93,74.04,0
580,630,2.64,8.56,1.86,75.79,72.61,0
581,801,2.68,6.09,1.66,77.24,86.19,0
582,548,3.08,5.74,3.37,74.33,80.43,1
583,592,4.54,4.61,2.39,77.34,88.37,1
584,532,4.80,8.37,2.45,76.02,69.58,1
585,502,2.47,5.18,2.00,73.72,80.09,1
586,684,2.66,9.01,3.05,76.48,70.25,0
587,1079,2.99,17.29,1.95,74.67,85.47,0
588,855,0.07,5.10,1.49,74.86,74.39,1
589,567,4.94,6.88,1.68,75.81,71.48,0
590,627,2.62,5.33,2.99,77.14,78.01,0
591,908,0.95,4.71,1.28,74.68,81.28,0
592,507,2.60,10.61,2.52,77.52,77.04,1
593,916,2.47,8.02,3.45,77.14,73.31,1
594,728,3.72,8.47,1.14,75.87,71.24,1
595,991,4.63,6.53,2.41,75.64,85.48,1
596,711,2.04,5.56,2.26,76.68,82.94,0
597,831,3.12,5.26,1.27,83.95,70.14,1
598,433,2.97,14.03,2.93,81.42,77.62,1
599,741,2.45,6.09,2.40,74.01,74.63,0
600,517,4.58,6.27,3.54,74.86,83.24,1
601,675,3.14,6.21,1.75,77.58,76.92,1
602,553,2.24,1.86,1.88,81.89,73.49,0
603,599,4.18,6.17,1.70,78.42,77.69,0
604,962,5.56,7.60,2.84,80.04,86.16,0
605,525,5.60,3.60,2.77,78.40,65.62,1
606,662,2.13,4.70,2.89,77.87,89.17,1
607,374,3.70,7.41,1.25,77.50,80.05,1
608,580,4.68,4.96,2.73,78.02,87.37,1
609,673,2.09,5.22,3.09,77.52,74.60,0
610,690,4.66,4.51,3.45,85.99,72.86,0
611,1877,5.21,8.08,2.17,77.50,86.51,0
612,764,3.35,5.02,2.21,74.24,79.33,0
613,815,2.92,7.10,1.10,77.07,78.19,1
614,793,3.51,7.14,2.49,77.07,77.99,1
615,405,2.29,3.83,3.45,76.56,87.02,1
616,540,4.12,9.05,2.52,77.25,81.54,1
617,742,2.18,5.66,0.96,83.64,72.81,1
618,914,2.05,6.70,2.11,78.04,91.50,1
619,359,2.43,0.10,2.41,76.07,81.33,1
620,660,5.12,3.16,1.99,76.80,86.47,0
621,659,2.89,4.99,1.88,77.97,77.34,0
622,891,2.32,6.30,1.72,77.14,88.76,1
623,1019,4.48,4.03,2.01,77.80,79.45,0
624,1195,2.88,6.41,2.03,84.43,81.35,0
625,847,3.65,4.88,2.64,83.62,83.52,0
626,1249,0.30,6.77,2.40,85.18,86.34,1
627,443,4.36,8.35,3.46,75.80,78.22,1
628,522,3.94,8.71,2.23,77.43,77.53,1
629,797,5.07,5.84,3.64,76.44,75.50,1
630,627,4.98,7.07,2.14,75.15,85.35,0
631,892,2.06,5.89,2.52,77.09,67.54,1
632,1394,4.86,6.27,4.45,75.01,69.81,1
633,1521,0.19,9.04,3.20,76.08,82.80,0
634,965,3.68,5.28,2.09,74.24,77.52,0
635,809,1.86,6.83,1.36,73.80,82.56,1
636,632,2.38,3.22,2.98,76.58,80.40,1
637,1035,1.89,8.41,2.73,77.28,73.58,0
638,592,1.99,4.34,2.13,75.93,80.87,0
639,1436,4.41,13.03,2.88,77.14,83.50,1
640,862,2.81,6.58,1.87,74.16,83.22,0
641,1429,3.27,7.00,5.32,84.85,81.96,0
642,799,2.42,9.99,2.64,75.70,76.76,1
643,877,3.38,6.13,1.91,76.50,82.70,1
644,887,3.08,5.59,2.13,75.43,73.46,1
645,698,2.02,4.18,1.24,80.87,78.92,0
646,576,4.46,5.11,2.62,83.36,79.07,0
647,1079,4.63,11.98,3.62,78.44,82.71,0
648,783,3.46,7.48,1.48,77.58,75.36,1
649,989,4.96,6.15,2.35,74.04,71.92,1
650,562,0.16,4.89,2.75,84.30,82.33,0
651,429,2.78,14.46,3.47,77.77,72.76,1
652,807,2.64,5.23,1.69,76.53,81.36,0
653,427,3.66,9.63,1.42,77.26,66.45,1
654,754,2.22,5.72,1.87,78.04,75.26,0
655,471,2.63,5.78,2.57,88.04,77.48,1
656,529,7.27,2.59,1.46,77.34,86.50,1
657,781,3.54,8.02,1.75,75.79,88.17,1
658,679,3.67,4.04,1.22,76.28,73.36,0
659,822,2.48,8.63,2.07,74.36,68.61,1
660,548,3.93,5.99,3.07,76.50,74.35,0
661,700,2.48,8.75,0.83,77.37,86.56,0
662,840,2.01,5.25,2.79,76.75,71.52,0
663,464,3.76,11.50,4.26,77.03,88.30,0
664,906,3.08,1.60,1.90,75.81,83.07,1
665,490,2.91,3.74,2.00,75.98,79.16,1
666,664,5.71,8.07,2.55,76.15,88.84,1
667,535,2.67,7.28,2.42,74.94,83.08,1
668,630,3.13,5.14,1.67,74.32,74.66,1
669,1041,1.80,6.50,1.61,74.66,88.31,1
670,953,2.63,15.83,1.81,76.45,83.20,1
671,621,4.75,11.07,1.17,75.27,80.74,1
672,634,4.14,8.88,1.95,74.05,80.94,1
673,602,2.73,8.96,1.99,75.35,66.87,1
674,815,2.92,2.87,1.11,76.24,77.38,0
675,600,2.76,6.93,1.52,77.91,83.66,0
676,448,4.82,15.39,2.47,82.01,70.37,1
677,592,4.26,8.45,2.95,75.23,80.53,1
678,1034,2.92,4.59,2.24,76.43,78.78,0
679,814,2.75,10.34,2.96,77.56,74.51,1
680,509,4.88,4.89,1.93,84.31,77.34,1
681,506,3.06,5.02,1.64,84.48,79.51,1
682,518,0.26,4.80,2.25,77.62,77.44,0
683,930,3.18,3.90,2.41,75.87,80.96,1
684,536,3.11,7.47,2.59,76.85,79.59,1
685,750,2.35,8.44,2.37,77.69,79.64,0
686,760,5.66,5.48,1.80,76.99,88.55,1
687,668,2.44,8.51,1.58,83.45,86.94,0
688,730,1.83,4.35,2.85,75.85,84.67,0
689,1020,2.34,4.38,1.24,77.97,86.11,1
690,872,2.65,6.74,2.67,79.73,79.08,0
691,682,2.49,6.28,1.69,81.74,89.13,1
692,705,4.51,6.89,1.72,87.28,76.52,1
693,724,2.37,3.52,1.81,78.34,84.69,0
694,736,2.52,4.28,1.55,77.37,77.50,1
695,470,2.19,8.77,2.99,76.22,87.22,1
696,794,3.94,6.24,3.01,76.74,75.48,0
697,932,3.47,4.32,1.60,76.58,87.52,0
698,519,3.05,13.36,0.23,78.53,70.23,1
699,723,3.78,7.05,1.58,78.03,83.58,1
700,727,2.96,4.58,2.00,74.81,78.32,0
701,1204,2.16,6.61,2.88,76.02,67.41,1
702,390,2.84,5.55,2.25,74.61,80.53,1
703,727,2.82,9.11,3.51,79.98,76.00,0
704,701,3.36,7.59,5.07,83.79,73.53,1
705,694,2.64,10.00,3.04,74.84,77.58,1
706,928,2.72,6.81,1.44,82.43,84.80,0
707,1108,3.42,4.79,2.19,83.09,76.23,0
708,662,3.07,6.62,2.86,78.92,81.35,0
709,791,3.60,6.11,1.76,79.52,78.22,0
710,456,3.73,5.10,2.59,76.63,72.93,1
711,1089,3.21,6.95,1.94,78.96,69.13,1
712,625,1.99,4.61,1.82,74.08,76.73,0
713,718,2.91,5.94,1.79,75.29,75.92,1
714,954,4.84,6.59,3.69,78.28,66.64,0
715,763,1.54,5.29,1.20,76.34,68.88,0
716,843,3.73,4.70,3.53,82.90,85.75,1
717,751,2.97,6.62,2.51,75.35,76.39,1
718,983,3.14,3.10,2.10,75.63,75.70,0
719,886,3.63,2.00,2.98,76.44,75.46,0
720,740,4.90,5.68,2.78,75.23,79.36,0
721,711,4.17,6.58,2.41,74.18,71.75,0
722,954,4.48,4.97,4.30,86.32,78.23,0
723,716,2.32,5.30,2.95,77.45,72.01,1
724,608,2.65,9.50,5.88,76.80,82.37,1
725,1040,3.94,3.22,1.20,80.61,74.00,0
726,850,2.36,5.96,2.13,75.54,75.94,0
727,651,2.46,4.64,1.64,82.96,85.25,0
728,713,3.69,5.38,1.43,76.74,76.72,1
729,564,3.79,5.31,1.52,77.03,90.15,1
730,436,5.29,4.84,1.51,74.86,69.28,1
731,778,4.23,6.89,1.77,77.66,82.60,1
732,995,4.30,8.32,1.84,72.92,75.38,0
733,935,2.35,5.29,2.55,83.32,77.73,1
734,1009,3.92,4.50,1.77,75.54,86.75,1
735,560,3.03,5.32,0.79,81.30,85.81,0
736,446,2.27,6.33,5.04,77.82,79.48,1
737,465,3.50,5.05,1.31,75.32,75.27,0
738,482,4.12,8.07,1.10,88.25,88.73,1
739,760,3.46,7.78,4.24,76.37,80.14,1
740,619,3.93,7.70,2.28,86.06,88.42,1
741,861,2.38,8.51,2.08,84.08,75.20,1
742,850,3.50,8.50,2.53,77.27,76.86,0
743,586,3.84,10.69,0.37,73.86,80.70,1
744,656,2.68,6.34,2.53,75.81,66.33,0
745,1277,4.36,8.03,0.91,78.19,73.44,1
746,1522,3.30,6.31,3.57,79.08,76.32,0
747,842,2.27,3.14,1.16,77.94,84.73,0
748,879,3.83,4.18,1.18,75.82,90.30,0
749,811,3.21,5.43,1.94,76.59,76.64,1
750,524,2.30,9.02,2.23,77.83,69.06,1
751,554,3.49,13.36,3.10,81.20,66.35,1
752,981,3.69,5.77,2.65,84.51,80.50,0
753,919,2.92,4.97,3.71,80.97,80.95,1
754,697,4.48,5.16,1.83,77.71,75.35,1
755,773,2.14,6.82,1.71,77.34,83.51,0
756,991,2.45,5.16,2.42,76.12,77.92,0
757,716,3.24,6.78,1.05,76.79,77.53,0
758,461,4.22,7.57,3.03,77.65,92.11,1
759,1312,2.38,4.04,2.82,79.22,78.23,0
760,695,2.88,3.80,1.14,75.84,82.13,1
761,964,3.01,7.12,3.32,77.31,83.19,0
762,395,2.66,10.09,2.62,75.27,74.18,1
763,781,2.26,8.05,1.71,83.88,66.53,1
764,1381,4.41,6.87,1.59,76.31,73.81,1
765,971,3.29,2.74,2.89,78.80,79.94,0
766,759,2.58,5.34,3.49,84.15,79.84,1
767,577,5.69,7.17,4.13,74.33,83.54,1
768,636,3.20,5.36,2.15,77.29,79.66,1
769,890,2.94,5.76,1.18,83.77,88.98,0
770,673,1.92,5.57,1.84,75.13,73.06,0
771,552,6.09,4.76,2.21,74.12,81.64,1
772,611,2.39,2.98,2.56,75.75,83.39,1
773,422,4.44,5.34,2.26,76.86,78.72,0
774,1265,2.21,17.56,1.74,76.76,74.43,1
775,907,3.74,7.62,2.44,77.18,76.19,0
776,764,2.91,8.57,2.41,77.37,81.51,1
777,530,2.23,6.37,6.08,76.21,68.45,1
778,524,2.71,4.79,1.41,76.53,65.81,1
779,1035,3.80,7.90,2.79,77.67,75.35,0
780,699,2.36,5.03,1.63,76.25,73.27,0
781,1293,2.08,6.91,1.95,75.62,73.62,0
782,834,3.69,7.43,1.32,74.99,68.28,1
783,622,5.23,8.42,3.48,75.67,87.76,1
784,517,4.53,5.23,1.50,77.72,68.52,1
785,404,2.94,4.71,3.46,77.20,87.82,1
786,834,4.56,5.19,2.26,77.88,93.05,1
787,931,3.73,6.58,2.68,83.15,83.74,1
788,726,3.36,5.19,1.36,86.64,69.72,1
789,549,2.96,7.87,1.18,79.17,70.83,1
790,804,4.36,5.00,1.67,73.86,80.41,0
791,905,2.31,6.40,3.27,77.35,75.99,1
792,1019,2.48,6.32,1.46,77.85,80.19,0
793,475,4.56,8.46,1.60,77.31,88.13,1
794,1073,2.91,8.97,1.25,83.44,74.90,1
795,811,2.74,5.65,4.93,81.41,85.43,0
796,1029,2.53,8.95,2.72,75.95,76.62,0
797,766,3.04,6.94,1.33,76.47,80.78,1
798,941,2.83,6.61,1.65,79.62,81.54,0
799,1183,2.82,8.62,1.01,76.13,72.37,0
800,368,3.80,6.22,3.60,79.53,83.10,1
801,636,1.00,2.00,2.23,77.04,76.06,1
802,955,5.10,9.49,2.11,77.02,75.36,1
803,574,5.81,6.50,1.67,74.72,74.34,1
804,1114,4.12,6.02,2.00,76.04,81.82,1
805,1034,2.36,1.58,1.92,73.07,80.89,0
806,755,3.20,7.57,1.33,85.42,67.15,1
807,1448,2.32,6.83,1.65,77.23,79.92,0
808,1096,5.17,5.21,4.40,74.97,72.37,1
809,1041,2.83,6.12,1.30,77.80,90.47,1
810,783,4.09,5.07,1.41,78.48,71.90,0
811,918,4.68,7.98,1.60,76.66,78.97,1
812,757,5.02,6.21,1.50,74.87,78.81,0
813,648,2.69,4.45,2.53,75.64,69.67,1
814,437,2.75,7.99,2.36,76.47,79.46,0
815,762,4.37,4.79,3.44,77.80,74.42,1
816,511,1.87,6.89,5.63,76.89,81.61,0
817,928,4.86,6.10,2.48,75.89,82.67,1
818,804,2.12,5.71,1.24,75.99,92.29,1
819,944,4.90,6.18,3.08,80.49,82.67,0
820,702,4.96,6.61,3.72,76.60,71.70,0
821,1241,5.03,14.11,1.77,77.84,88.60,1
822,928,3.71,5.14,2.78,73.63,70.35,1
823,603,3.96,4.79,1.69,76.98,79.13,1
824,923,4.46,4.86,3.33,76.99,84.52,1
825,1603,3.02,6.81,2.45,78.70,74.80,0
826,491,4.17,6.45,2.34,73.60,80.61,1
827,747,2.35,5.11,5.33,78.20,83.36,0
828,801,2.06,6.43,3.16,74.48,76.42,0
829,682,2.39,4.62,2.85,76.27,69.88,0
830,531,2.75,3.74,2.56,77.01,67.64,1
831,759,2.48,5.44,1.91,75.72,85.33,0
832,599,3.95,3.70,1.64,75.58,84.40,1
833,660,2.30,6.70,1.73,73.27,69.82,1
834,648,2.66,4.87,1.77,75.33,70.66,0
835,1070,2.38,5.54,1.36,76.88,74.09,0
836,631,4.43,5.54,1.36,87.20,83.00,0
837,611,2.08,4.60,3.05,75.98,81.83,0
838,741,2.42,8.58,1.99,76.32,86.82,1
839,767,2.65,6.40,1.97,76.96,80.80,0
840,946,5.23,9.33,2.69,85.66,81.25,0
841,813,2.92,5.85,0.33,78.57,73.37,1
842,984,3.69,5.30,1.66,78.40,65.33,1
843,772,3.63,11.79,5.49,77.11,78.06,1
844,665,2.76,7.45,3.96,77.64,76.77,1
845,1385,2.53,6.59,3.34,75.83,79.69,1
846,755,2.74,4.76,2.85,76.32,86.94,1
847,645,0.86,0.79,1.94,77.07,73.30,0
848,1104,2.26,6.84,1.89,75.12,73.91,1
849,740,2.36,7.15,1.53,76.44,80.06,1
850,1019,4.39,7.82,1.77,83.27,69.10,1
851,672,2.96,5.26,2.37,80.72,86.32,1
852,754,3.41,5.98,3.22,84.06,86.97,0
853,1292,4.50,8.66,2.96,76.50,71.74,0
854,785,4.40,3.92,4.02,86.41,74.97,0
855,999,0.13,5.11,3.94,74.65,92.35,1
856,602,4.63,6.37,1.57,85.17,78.59,0
857,577,2.52,6.50,2.24,81.27,78.09,1
858,848,3.83,2.39,2.38,76.97,82.39,0
859,553,4.37,8.06,2.34,76.51,80.11,1
860,959,1.82,7.97,1.14,73.82,88.60,1
861,1163,2.73,3.70,2.95,76.78,81.40,0
862,710,3.32,7.66,3.48,74.48,78.37,1
863,657,2.99,4.18,2.48,77.23,78.19,1
864,1657,2.00,8.30,4.17,76.69,70.55,1
865,1002,2.54,4.32,2.30,76.32,74.79,1
866,1367,4.13,4.29,1.78,77.93,76.89,0
867,632,2.79,4.92,1.45,78.84,69.47,0
868,827,2.08,7.53,1.33,75.85,74.76,0
869,654,4.73,8.85,1.17,77.74,77.16,0
870,817,1.80,11.84,1.60,76.86,75.97,1
871,401,1.65,6.85,3.40,75.74,89.40,1
872,730,2.47,6.64,1.98,75.79,82.90,1
873,550,2.26,6.08,1.81,77.11,81.23,1
874,508,2.52,5.62,3.20,73.67,73.81,0
875,817,3.34,8.37,1.70,85.39,86.13,0
876,729,3.11,6.62,2.59,77.24,68.69,1
877,515,2.28,5.90,1.45,85.06,78.07,1
878,939,2.43,5.98,0.96,78.57,84.02,0
879,774,1.91,4.78,2.60,78.64,69.04,0
880,797,2.67,3.34,1.49,84.02,84.19,1
881,578,4.78,3.51,2.11,77.56,88.40,1
882,513,3.18,6.18,4.23,76.61,79.19,1
883,761,2.74,1.54,1.84,76.65,91.80,0
884,1011,3.97,5.71,0.94,75.91,87.47,1
885,573,1.89,4.92,1.28,80.61,88.70,0
886,692,2.77,7.74,1.43,76.97,76.50,1
887,863,2.10,11.78,1.46,75.63,73.34,1
888,992,4.30,3.27,1.86,78.96,66.12,0
889,959,3.63,5.19,3.66,76.31,82.79,1
890,546,3.24,5.26,2.07,76.94,70.67,1
891,725,3.83,5.00,1.35,85.19,72.63,0
892,606,1.71,4.53,1.28,78.71,75.30,0
893,625,2.44,6.91,1.96,74.63,85.00,1
894,1309,2.26,9.15,0.99,76.53,74.37,1
895,577,2.46,5.95,3.35,74.35,74.98,1
896,617,3.09,6.00,1.99,80.78,86.65,1
897,1010,2.04,5.23,2.81,77.27,77.11,0
898,423,5.13,3.47,1.73,77.81,74.93,1
899,1024,2.19,4.87,0.51,77.77,83.93,0
900,607,4.07,5.13,3.31,82.85,85.33,1
901,842,2.80,9.61,1.95,76.46,82.10,0
902,835,2.47,4.75,0.91,79.25,74.95,1
903,998,3.22,6.41,4.47,74.39,66.07,1
904,640,2.73,3.43,2.26,74.65,84.15,1
905,504,3.52,7.69,2.79,75.51,84.06,1
906,955,3.88,7.64,0.98,75.57,69.58,0
907,821,4.75,5.81,2.79,88.30,82.12,0
908,1089,1.90,9.35,1.51,76.72,71.13,1
909,797,2.46,4.28,2.19,75.81,68.44,1
910,1128,4.70,6.65,0.97,77.66,72.74,1
911,736,4.61,5.20,1.66,79.39,82.58,1
912,562,4.15,4.80,2.14,76.17,72.33,1
913,1232,3.52,7.31,2.54,75.56,76.31,0
914,1053,2.69,4.67,2.70,75.25,88.00,0
915,772,3.98,7.33,2.21,75.28,73.87,1
916,862,3.98,6.39,0.88,85.53,77.14,0
917,669,2.78,7.30,2.84,85.03,67.15,0
918,967,5.02,7.79,2.46,76.73,71.57,1
919,813,2.71,4.96,3.60,75.04,80.39,1
920,928,2.86,5.46,2.50,76.86,72.37,1
921,636,2.50,3.95,1.16,74.15,72.39,1
922,1009,2.99,8.19,2.88,76.51,70.32,0
923,523,2.77,10.42,1.60,76.31,74.70,1
924,1043,3.30,9.76,2.29,78.37,79.09,1
925,607,4.28,5.40,1.65,75.31,76.27,1
926,659,1.70,6.30,5.20,77.76,81.52,1
927,822,2.10,6.60,3.26,73.33,73.66,1
928,578,3.26,6.62,1.70,76.99,78.47,1
929,470,4.11,15.31,1.01,79.46,72.55,1
930,514,3.02,9.72,1.52,76.64,79.66,1
931,651,2.24,7.66,2.56,81.47,87.51,1
932,530,2.12,3.80,1.81,83.20,72.78,0
933,817,3.21,3.62,1.90,76.49,69.82,1
934,1049,2.09,0.72,2.25,88.18,75.82,0
935,823,5.80,5.67,1.84,76.27,73.36,0
936,1038,3.88,8.21,1.34,75.40,76.98,0
937,1221,1.22,6.71,2.68,81.43,85.94,0
938,607,2.74,4.71,2.05,77.64,64.88,1
939,376,2.99,7.20,3.02,73.75,86.77,1
940,390,2.24,9.81,2.97,76.09,71.50,1
941,925,2.18,6.52,2.96,77.94,71.14,0
942,853,3.12,6.14,1.75,73.90,83.68,1
943,398,0.70,7.05,1.61,75.64,74.88,1
944,637,2.77,5.34,1.42,76.82,80.52,0
945,1300,4.13,14.95,1.32,83.59,76.09,1
946,658,2.51,5.30,1.62,85.93,78.00,1
947,783,2.31,5.49,3.02,76.97,78.57,1
948,1072,1.85,5.85,2.41,73.22,76.25,1
949,966,4.44,4.58,1.30,76.56,89.33,1
950,756,2.02,6.67,4.88,74.80,89.71,1
951,818,3.92,2.61,1.46,75.39,77.20,0
952,1083,3.16,7.42,2.01,77.04,75.61,0
953,576,2.86,7.63,2.59,75.94,76.78,1
954,876,3.50,6.03,2.27,78.14,78.98,1
955,844,3.35,4.81,2.96,82.49,85.44,1
956,508,2.07,5.36,1.25,74.58,63.58,1
957,388,1.85,3.08,5.91,76.37,82.29,1
958,674,2.40,7.19,3.07,76.79,83.08,1
959,1145,2.70,6.98,3.15,76.50,86.10,1
960,794,2.33,6.15,1.20,76.24,86.06,0
961,913,2.92,5.08,2.49,78.40,68.63,1
962,694,2.64,3.95,2.73,77.40,86.95,1
963,728,2.44,7.56,2.75,76.20,66.91,0
964,675,0.66,17.36,3.65,74.82,83.93,0
965,914,3.58,5.31,2.35,83.73,83.45,0
966,833,4.04,8.44,3.93,78.07,75.19,1
967,1328,4.28,5.70,1.37,83.95,77.71,1
968,1082,3.20,7.84,2.72,76.38,88.99,0
969,797,3.21,7.14,2.74,75.82,81.47,1
970,1184,3.42,7.03,3.35,74.06,71.68,1
971,624,4.08,5.46,3.31,80.74,82.25,0
972,1023,2.01,6.64,3.41,86.49,77.35,1
973,769,1.48,6.54,2.14,82.21,85.57,0
974,1450,2.53,6.09,2.71,76.54,78.43,0
975,1156,3.25,7.08,1.85,76.19,82.61,0
976,815,5.03,3.47,1.13,76.86,85.25,0
977,461,2.20,6.00,6.88,84.46,83.29,0
978,898,2.87,8.77,2.34,77.93,83.02,0
979,555,2.37,5.14,3.26,75.00,72.43,1
980,644,4.58,10.54,1.94,76.39,81.73,1
981,789,2.82,6.51,1.52,80.43,74.06,1
982,893,4.17,5.00,3.42,75.01,82.72,0
983,802,3.12,4.07,1.16,84.88,91.85,0
984,808,3.96,4.50,0.97,86.93,76.27,0
985,787,4.73,6.32,0.33,82.88,85.63,1
986,593,1.87,4.37,2.70,78.30,84.89,1
987,1010,4.29,5.15,1.51,74.88,88.07,1
988,871,1.05,5.51,5.55,82.97,70.91,1
989,768,2.06,4.36,1.43,76.51,83.21,0
990,821,2.42,8.47,2.20,76.03,69.30,1
991,625,2.13,4.51,2.81,78.00,79.60,1
992,747,2.56,3.00,2.03,77.78,74.90,0
993,478,3.36,5.65,3.20,76.85,65.25,1
994,1170,3.91,5.97,2.53,77.90,82.91,0
995,659,2.18,6.57,3.36,80.84,86.70,1
996,667,3.13,10.74,1.73,76.76,79.35,1
997,1102,4.06,6.65,5.05,75.85,75.00,1
998,1042,3.73,8.26,1.73,80.60,74.65,1
999,770,3.90,8.95,2.88,76.63,67.74,1
1000,494,2.56,10.02,2.20,76.74,73.39,1
1001,563,3.40,5.17,1.59,76.58,70.79,1
1002,807,2.62,5.05,2.94,77.41,74.55,1
1003,569,4.97,8.00,6.69,78.54,70.43,0
1004,580,3.97,7.51,2.66,77.72,74.99,1
1005,621,2.60,4.66,2.14,77.18,65.76,0
1006,705,1.94,6.21,1.01,77.90,77.29,0
1007,955,2.86,3.92,1.91,76.61,81.45,1
1008,478,3.45,11.97,1.84,78.20,76.93,1
1009,776,3.83,10.49,3.04,74.64,85.46,1
1010,753,3.76,7.03,1.49,82.62,74.83,1
1011,1276,3.39,5.00,4.53,76.36,85.52,0
1012,621,2.38,3.45,3.04,74.31,80.28,0
1013,527,4.34,7.52,1.20,85.72,77.29,1
1014,513,3.59,3.94,3.26,77.13,85.73,1
1015,558,4.78,5.22,0.83,74.72,78.95,0
1016,652,2.24,7.17,0.02,75.95,70.79,0
1017,551,3.77,4.78,1.92,77.20,79.26,1
1018,452,4.01,4.26,1.90,76.25,73.86,1
1019,1011,3.56,4.40,1.80,77.86,71.96,1
1020,1338,4.52,5.40,2.56,75.64,72.45,1
1021,440,4.01,7.09,3.52,77.65,67.79,1
1022,944,2.37,6.96,0.93,74.83,70.82,1
1023,1382,3.05,7.67,1.68,87.73,81.67,0
1024,559,2.91,10.12,2.19,77.51,83.96,1
1025,747,2.62,5.57,2.93,84.30,75.51,1
1026,404,3.74,4.55,2.15,75.70,83.23,1
1027,518,2.17,5.54,3.27,76.04,82.07,1
1028,736,1.71,4.50,2.65,76.99,76.26,1
1029,568,4.38,5.24,1.76,74.59,79.08,1
1030,698,4.45,1.40,2.87,77.28,73.05,1
1031,496,4.46,5.11,2.56,85.25,73.00,0
1032,936,1.27,6.48,1.44,77.20,70.45,1
1033,1155,3.06,5.37,4.10,76.47,75.13,1
1034,976,2.56,4.44,1.01,78.13,74.64,0
1035,1251,2.65,6.68,1.32,74.34,70.10,0
1036,430,2.41,4.63,3.03,77.42,88.05,1
1037,632,4.85,6.77,1.32,81.58,75.85,1
1038,499,3.86,5.22,1.23,78.78,84.34,1
1039,550,0.32,5.57,3.90,78.28,82.47,1
1040,668,2.27,6.26,1.70,75.53,71.08,0
1041,550,3.15,7.39,1.19,74.60,70.87,1
1042,787,3.53,5.27,3.15,82.63,73.53,1
1043,420,2.65,9.61,5.69,76.40,76.94,1
1044,1038,2.56,11.49,2.02,88.84,76.85,1
1045,1355,2.97,5.76,1.33,81.99,83.19,1
1046,665,1.58,6.98,3.53,75.27,71.60,1
1047,978,4.25,7.01,2.57,77.24,74.84,0
1048,637,3.31,7.60,1.08,83.92,82.42,1
1049,777,2.60,7.24,1.28,77.25,79.08,1
1050,676,2.42,3.38,1.17,85.09,89.84,1
1051,1035,3.23,4.81,3.94,75.93,72.51,0
1052,1397,2.89,1.85,1.37,77.66,75.50,1
1053,466,1.99,2.17,1.88,79.60,80.44,0
1054,844,4.38,14.20,1.57,77.40,87.95,0
1055,1016,3.39,4.93,3.03,81.50,85.19,1
1056,928,3.24,6.72,2.42,76.70,71.85,0
1057,618,3.94,4.04,2.92,76.88,80.40,1
1058,546,3.14,5.09,1.41,75.46,70.61,1
